SA3,Region,Median Price,12M Growth (%),Rent Change (%),Yield (%),Buy Affordability,Rent Affordability,10Y Growth (PA),Latitude,Longitude
Unley,Adelaide - Central and Hills,550000,19.04,9,5,6.03,35.66,8.908122503,-34.95378052,138.5745259
Unley,Adelaide - Central and Hills,550000,19.04,9,5,4.23,24.99,8.908122503,-34.95167791,138.5809609
Unley,Adelaide - Central and Hills,650000,19.04,9,4.03,6.72,32.03,8.908122503,-34.95302258,138.6259668
Unley,Adelaide - Central and Hills,513332,19.04,9,5.09,4.15,25.03,8.908122503,-34.95137051,138.5923335
Unley,Adelaide - Central and Hills,680000,19.04,9,4.11,4.97,24.18,8.908122503,-34.96159184,138.6218202
Unley,Adelaide - Central and Hills,550000,19.04,9,5,3.79,22.42,8.908122503,-34.95628155,138.602962
Unley,Adelaide - Central and Hills,550000,19.04,9,5,5.09,30.05,8.908122503,-34.96221987,138.5920984
Unley,Adelaide - Central and Hills,680000,19.04,9,4.11,4.1,19.96,8.908122503,-34.95903453,138.6122611
Unley,Adelaide - Central and Hills,550000,19.04,9,5,2.95,17.45,8.908122503,-34.95737198,138.5897021
Unley,Adelaide - Central and Hills,680000,19.04,9,4.11,6.47,31.49,8.908122503,-34.96040587,138.6338672
Unley,Adelaide - Central and Hills,560000,19.04,9,5.24,4.19,25.98,8.908122503,-34.94659586,138.6161384
Unley,Adelaide - Central and Hills,850000,19.04,9,3.81,6.27,28.23,8.908122503,-34.94738577,138.6078333
Unley,Adelaide - Central and Hills,550000,19.04,9,5,2.8,16.56,8.908122503,-34.9624443,138.6011753
Unley,Adelaide - Central and Hills,509335,19.04,9,5.26,3.95,24.57,8.908122503,-34.94466588,138.5913318
Yorke Peninsula,Barossa - Yorke - Mid North,475000,18.92,7,4.73,7.41,35.07,6.603773585,-34.43823029,137.9009323
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,4.19,21.77,6.603773585,-34.23928231,137.7820279
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,7.74,40.27,6.603773585,-34.21376811,137.9962806
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,7.45,38.57,6.603773585,-35.04199776,137.7251633
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,9.26,47.91,6.603773585,-34.95193038,137.0503291
Yorke Peninsula,Barossa - Yorke - Mid North,569000,18.92,7,4.48,9.16,41,6.603773585,-34.05662725,137.6120693
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,4.92,25.56,6.603773585,-34.66548003,137.754625
Yorke Peninsula,Barossa - Yorke - Mid North,569000,18.92,7,4.48,7.38,33.03,6.603773585,-34.0809469,137.6266237
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,8.34,43.15,6.603773585,-35.09981667,137.715401
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,8.89,46.02,6.603773585,-34.90038946,137.4740059
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,4.55,4,21.54,6.603773585,-33.97597372,137.7139494
Yorke Peninsula,Barossa - Yorke - Mid North,459000,18.92,7,4.55,6.02,27.38,6.603773585,-33.95810869,137.7401801
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,5.26,27.38,6.603773585,-34.35440993,137.6705123
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,7.8,40.37,6.603773585,-35.16960687,137.0220811
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,5.75,29.91,6.603773585,-34.80608158,137.5585246
Yorke Peninsula,Barossa - Yorke - Mid North,569000,18.92,7,4.48,10.54,47.18,6.603773585,-34.06910403,137.5888533
Yorke Peninsula,Barossa - Yorke - Mid North,578000,18.92,7,4.4,7.64,33.56,6.603773585,-34.05388003,137.5705025
Yorke Peninsula,Barossa - Yorke - Mid North,569000,18.92,7,4.48,7.17,37.99,6.603773585,-34.08187954,137.6081384
Yorke Peninsula,Barossa - Yorke - Mid North,539000,18.92,7,14.44,2.16,31.17,6.603773585,-33.95580615,137.6967741
Yorke Peninsula,Barossa - Yorke - Mid North,597162,18.92,7,4.42,6.82,35.68,6.603773585,-33.90345981,137.6340273
Yorke Peninsula,Barossa - Yorke - Mid North,569000,18.92,7,4.48,9.09,40.71,6.603773585,-34.05325474,137.5897629
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,4.55,6.24,28.41,6.603773585,-34.03806854,137.8860077
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,13.9,85.45,6.603773585,-34.43852142,137.5124107
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,6.23,32.22,6.603773585,-34.94485191,137.3332413
Yorke Peninsula,Barossa - Yorke - Mid North,769300,18.92,7,4.33,7.13,30.91,6.603773585,-34.08244014,137.5582636
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,8.38,43.37,6.603773585,-35.10140104,137.5252998
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,6.36,33.08,6.603773585,-34.51176486,137.512164
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,6.44,33.5,6.603773585,-34.77941633,137.8355036
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,8.42,43.76,6.603773585,-34.3153513,137.9941951
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,6.98,36.1,6.603773585,-34.88818659,137.7770604
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,10.56,64.62,6.603773585,-34.92844972,137.1712863
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,5.2,7.62,39.61,6.603773585,-34.40129753,137.9400036
Yorke Peninsula,Barossa - Yorke - Mid North,495000,18.92,7,4.45,8.2,36.5,6.603773585,-33.93998017,137.637644
Yorke Peninsula,Barossa - Yorke - Mid North,450000,18.92,7,4.55,6.11,27.79,6.603773585,-33.96698058,137.6952484
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,6.59,34.1,6.603773585,-35.01707601,137.313478
Yorke Peninsula,Barossa - Yorke - Mid North,465000,18.92,7,5.17,9.34,48.32,6.603773585,-34.9768715,137.727706
Yorke Peninsula,Barossa - Yorke - Mid North,360000,18.92,7,24.47,1.46,35.64,6.603773585,-34.99410523,137.5930116
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.41,29.78,10,-24.95334501,152.3629592
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.19,50.45,10,-25.23353271,152.2226049
Bundaberg,Wide Bay,560000,18.84,10,5.2,3.86,23.76,10,-24.8704665,152.3973845
Bundaberg,Wide Bay,535600,18.84,10,5.19,8.25,50.66,10,-24.88994772,152.3655251
Bundaberg,Wide Bay,599000,18.84,10,4.99,8.26,48.76,10,-24.88115406,152.3066888
Bundaberg,Wide Bay,699000,18.84,10,4.13,9.79,40.42,10,-24.76448349,152.1429328
Bundaberg,Wide Bay,818000,18.84,10,4.24,9.65,48.37,10,-24.82613971,152.4563695
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.67,35.62,10,-25.22180153,152.0705028
Bundaberg,Wide Bay,729000,18.84,10,4.51,6.69,35.69,10,-24.91654161,152.2684697
Bundaberg,Wide Bay,699000,18.84,10,4.13,8,33.01,10,-24.86576034,152.1123946
Bundaberg,Wide Bay,495000,18.84,10,4.86,5.89,28.61,10,-24.95425954,152.0538066
Bundaberg,Wide Bay,499000,18.84,10,5.3,7.68,40.72,10,-24.85892039,152.373946
Bundaberg,Wide Bay,494700,18.84,10,5.9,8.42,58.7,10,-24.84512315,152.3487314
Bundaberg,Wide Bay,475000,18.84,10,5.2,8.15,50.1,10,-24.87232996,152.3615107
Bundaberg,Wide Bay,503485,18.84,10,4.75,8.67,48.65,10,-24.87228336,152.3378426
Bundaberg,Wide Bay,695000,18.84,10,4.64,9.53,52.23,10,-24.77751263,152.4056276
Bundaberg,Wide Bay,680000,18.84,10,4.64,11.44,62.81,10,-25.18668744,152.4916145
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.88,36.58,10,-24.93443897,152.431697
Bundaberg,Wide Bay,490000,18.84,10,5.33,8.75,55.15,10,-25.24643281,152.2608422
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.51,52.19,10,-24.97055899,152.4622281
Bundaberg,Wide Bay,756250,18.84,10,4.4,7.72,40.12,10,-24.88204839,152.4819059
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.47,51.98,10,-25.15849087,152.2094327
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.48,30.07,10,-25.0045018,152.1149055
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.43,35.31,10,-25.00585018,152.3262643
Bundaberg,Wide Bay,755000,18.84,10,3.79,11.97,53.61,10,-24.91061319,152.4794011
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.81,42.88,10,-25.27642671,152.1646349
Bundaberg,Wide Bay,499000,18.84,10,5.78,4.78,27.62,10,-24.82311245,152.3315419
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.67,35.62,10,-25.10224701,152.3736241
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.5,44.09,10,-25.2287326,152.3327335
Bundaberg,Wide Bay,810000,18.84,10,4.1,7.09,34.35,10,-24.86709683,152.4674346
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.48,30.07,10,-25.18755038,152.1802195
Bundaberg,Wide Bay,629000,18.84,10,4.62,6.64,36.27,10,-24.84527982,152.3823307
Bundaberg,Wide Bay,750000,18.84,10,4.36,11.96,52.2,10,-24.91124759,152.3226357
Bundaberg,Wide Bay,499000,18.84,10,5.42,7.46,47.78,10,-24.87474714,152.3757548
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.11,39.03,10,-25.02497229,152.4440258
Bundaberg,Wide Bay,699000,18.84,10,4.13,6.43,26.54,10,-24.81985692,152.2527148
Bundaberg,Wide Bay,519000,18.84,10,5.51,8.32,54.16,10,-24.87475484,152.3195857
Bundaberg,Wide Bay,749000,18.84,10,4.21,10.58,52.63,10,-24.70334353,152.2241132
Bundaberg,Wide Bay,699000,18.84,10,4.13,6.25,25.78,10,-24.76314594,152.196553
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.38,51.49,10,-25.17346798,152.2602652
Bundaberg,Wide Bay,495000,18.84,10,5.59,7.19,47.53,10,-24.89226286,152.3438556
Bundaberg,Wide Bay,499000,18.84,10,5.78,10.32,70.51,10,-24.84909686,152.2962001
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.29,34.51,10,-25.03292708,152.1586196
Bundaberg,Wide Bay,766470,18.84,10,4.3,7.28,37.06,10,-24.82627693,152.4286922
Bundaberg,Wide Bay,680000,18.84,10,4.64,9.96,54.7,10,-25.16628205,152.3661899
Bundaberg,Wide Bay,766470,18.84,10,4.3,7.17,30.84,10,-24.82540468,152.3904072
Bundaberg,Wide Bay,699000,18.84,10,4.13,7.45,36.36,10,-24.87154157,152.2526635
Bundaberg,Wide Bay,680000,18.84,10,4.64,6.59,36.21,10,-24.96894455,152.2113583
Bundaberg,Wide Bay,680000,18.84,10,4.64,7.18,33.32,10,-25.26947142,152.3005013
Bundaberg,Wide Bay,699000,18.84,10,4.13,6.89,33.62,10,-24.92862331,152.1814447
Bundaberg,Wide Bay,499000,18.84,10,5.69,7.41,49.81,10,-24.88885019,152.3290644
Bundaberg,Wide Bay,540000,18.84,10,4.92,7.82,45.53,10,-24.9066801,152.3517807
Bundaberg,Wide Bay,459000,18.84,10,5.65,6.5,43.44,10,-24.88255847,152.358735
Bundaberg,Wide Bay,699000,18.84,10,4.13,9.11,37.59,10,-24.74146685,151.9978343
Bundaberg,Wide Bay,699000,18.84,10,4.13,5.75,23.74,10,-24.76824284,152.2578114
Bundaberg,Wide Bay,766470,18.84,10,4.3,5.72,24.61,10,-24.85996133,152.4322167
Bundaberg,Wide Bay,699000,18.84,10,4.13,13,53.66,10,-24.56406809,152.0085194
Bundaberg,Wide Bay,799000,18.84,10,3.62,13.54,57.88,10,-25.11355121,152.4901771
Bundaberg,Wide Bay,766470,18.84,10,4.3,5.87,25.24,10,-24.89447187,152.4171586
Bundaberg,Wide Bay,699000,18.84,10,4.13,8.51,35.12,10,-24.70161975,152.0808475
Gawler - Two Wells,Adelaide - North,759100,18.73,17,4.03,8.15,32.85,9.02403496,-34.60793751,138.7084979
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,6.25,28.1,9.02403496,-34.57643315,138.7907051
Gawler - Two Wells,Adelaide - North,588500,18.73,17,4.77,8.47,40.42,9.02403496,-34.62031927,138.7347412
Gawler - Two Wells,Adelaide - North,585689,18.73,17,5.32,5.82,36.57,9.02403496,-34.62790152,138.7176035
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.41,6.8,30,9.02403496,-34.62966447,138.7482489
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,5.97,26.83,9.02403496,-34.65007205,138.7263048
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,10.86,48.79,9.02403496,-34.59856716,138.7443802
Gawler - Two Wells,Adelaide - North,759100,18.73,17,4.03,5.23,21.07,9.02403496,-34.57409187,138.7256818
Gawler - Two Wells,Adelaide - North,640854,18.73,17,4.43,6.69,29.64,9.02403496,-34.60176442,138.7630413
Gawler - Two Wells,Adelaide - North,625000,18.73,17,3.96,8.54,39.98,9.02403496,-34.61020384,138.7457248
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,10.96,49.26,9.02403496,-34.60419952,138.7331454
Gawler - Two Wells,Adelaide - North,750000,18.73,17,4.39,5.13,22.54,9.02403496,-34.57856578,138.7494002
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,14.28,64.14,9.02403496,-34.62330451,138.6923066
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,5.76,25.86,9.02403496,-34.62585691,138.7937141
Gawler - Two Wells,Adelaide - North,640000,18.73,17,4.49,5.77,25.92,9.02403496,-34.64295541,138.7057924
Gawler - Two Wells,Adelaide - North,914450,18.73,17,4.33,6.85,29.66,9.02403496,-34.61026678,138.5928389
Gawler - Two Wells,Adelaide - North,759100,18.73,17,4.03,5.7,22.96,9.02403496,-34.59985009,138.7293342
Gawler - Two Wells,Adelaide - North,759100,18.73,17,4.03,5.57,22.44,9.02403496,-34.53472135,138.7479053
Gawler - Two Wells,Adelaide - North,759000,18.73,17,4.9,5.43,26.62,9.02403496,-34.60491032,138.5223487
Gawler - Two Wells,Adelaide - North,759100,18.73,17,4.03,7.29,34.74,9.02403496,-34.58419763,138.6711279
Gawler - Two Wells,Adelaide - North,585000,18.73,17,4.54,7.72,35.07,9.02403496,-34.5854701,138.7400121
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,7.02,38.24,9.02403496,-34.62031927,138.7347412
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,4.91,26.77,9.02403496,-34.62966447,138.7482489
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,7.84,42.74,9.02403496,-34.59856716,138.7443802
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,4.68,25.49,9.02403496,-34.60176442,138.7630413
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,5.93,32.31,9.02403496,-34.61020384,138.7457248
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,7.92,43.15,9.02403496,-34.60419952,138.7331454
Gawler - Two Wells,Adelaide - North,439000,18.5,18,4.61,10.31,56.18,9.02403496,-34.62330451,138.6923066
Gawler - Two Wells,Adelaide - North,410000,18.5,18,4.33,6.22,31.9,9.02403496,-34.5854701,138.7400121
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.78,27.86,3.523573201,-21.16255969,149.0957179
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,3.47,23.7,3.523573201,-21.30694873,149.2248438
Mackay,Mackay - Isaac - Whitsunday,530400,18.48,16,6.13,4.93,35.73,3.523573201,-21.09271189,149.1857105
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,4.21,28.77,3.523573201,-21.44542337,149.2691315
Mackay,Mackay - Isaac - Whitsunday,616100,18.48,16,7.16,4.1,34.71,3.523573201,-21.2160135,149.1609999
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,5.07,29.54,3.523573201,-21.29926347,149.1448493
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,6.34,37.15,3.523573201,-20.9237874,148.9899367
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.1,18.18,3.523573201,-21.11477384,149.0090363
Mackay,Mackay - Isaac - Whitsunday,591300,18.48,16,6.15,5.18,37.66,3.523573201,-21.08966966,149.1676292
Mackay,Mackay - Isaac - Whitsunday,515000,18.48,16,6.3,4,29.81,3.523573201,-21.0626987,149.1891381
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,7.59,44.44,3.523573201,-20.69378838,148.5805695
Mackay,Mackay - Isaac - Whitsunday,592920,18.48,16,5.78,4.67,31.92,3.523573201,-21.03548476,149.1504506
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,6,35.11,3.523573201,-20.89522731,148.7421269
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,5.18,35.37,3.523573201,-21.37666045,149.3149269
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,4.19,28.24,3.523573201,-21.10543659,148.890962
Mackay,Mackay - Isaac - Whitsunday,592250,18.48,16,5.8,3.24,22.24,3.523573201,-21.04044888,149.1843332
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,3.48,23.42,3.523573201,-21.10258573,148.7680562
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.37,19.76,3.523573201,-21.13146508,149.0782545
Mackay,Mackay - Isaac - Whitsunday,530400,18.48,16,5.85,5.13,35.51,3.523573201,-21.15407222,149.1985555
Mackay,Mackay - Isaac - Whitsunday,592800,18.48,16,5.73,4.16,28.21,3.523573201,-21.04573394,149.1738207
Mackay,Mackay - Isaac - Whitsunday,649000,18.48,16,5.61,3.3,21.91,3.523573201,-21.1311523,149.126592
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.66,27.17,3.523573201,-21.30738097,148.9439721
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,11.56,77.82,3.523573201,-21.12982,148.4768154
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.95,19.58,3.523573201,-21.09564117,149.0898419
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,6.97,46.91,3.523573201,-21.13070599,148.6132192
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,3.58,20.67,3.523573201,-21.41664562,149.3015044
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,5.02,33.82,3.523573201,-21.15704726,148.755649
Mackay,Mackay - Isaac - Whitsunday,659025,18.48,16,5.47,4.27,27.61,3.523573201,-21.11457596,149.1344456
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,3.93,26.83,3.523573201,-21.35088883,149.2850422
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.1,23.92,3.523573201,-21.18497081,149.0380528
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.38,19.78,3.523573201,-21.02764828,149.0832985
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,7.81,45.75,3.523573201,-20.90271449,148.9871836
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,4.37,25.61,3.523573201,-21.08481152,148.951396
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,4.06,27.74,3.523573201,-21.29806892,149.2702937
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.46,22.01,3.523573201,-21.27080547,149.0387808
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,3.96,26.67,3.523573201,-21.21431195,148.8913134
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,4.39,25.37,3.523573201,-21.6225255,149.2814489
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,4.52,26.5,3.523573201,-21.02376324,148.9042144
Mackay,Mackay - Isaac - Whitsunday,481440,18.48,16,5.57,6.13,40.36,3.523573201,-21.14325086,149.1858912
Mackay,Mackay - Isaac - Whitsunday,589000,18.48,16,5.88,3.91,27.17,3.523573201,-21.1651246,148.9541427
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,7.91,46.34,3.523573201,-20.65609546,148.6980313
Mackay,Mackay - Isaac - Whitsunday,539000,18.48,16,5.57,4.3,28.31,3.523573201,-21.16489751,148.8731526
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,6.61,38.7,3.523573201,-20.99732887,148.7413125
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.9,22.86,3.523573201,-20.98444196,148.9635116
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,3.69,21,3.523573201,-21.10227838,148.8224623
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,4.82,28.25,3.523573201,-20.96729363,148.8365233
Mackay,Mackay - Isaac - Whitsunday,579000,18.48,16,5.89,5.54,38.55,3.523573201,-21.12003856,149.160543
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,11.43,76.92,3.523573201,-21.11829172,148.5392914
Mackay,Mackay - Isaac - Whitsunday,649000,18.48,16,5.61,3.38,22.41,3.523573201,-21.06623601,149.126259
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,4.32,29.1,3.523573201,-21.23508435,148.9507007
Mackay,Mackay - Isaac - Whitsunday,468650,18.48,16,5.85,5.78,40,3.523573201,-21.12099724,149.1821093
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,3.98,23.24,3.523573201,-21.33252759,149.0286753
Mackay,Mackay - Isaac - Whitsunday,685000,18.48,16,5.4,4.81,30.69,3.523573201,-21.18087984,149.1435884
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.69,5.28,35.57,3.523573201,-21.10051533,148.7057495
Mackay,Mackay - Isaac - Whitsunday,630000,18.48,16,5.56,8.75,57.55,3.523573201,-21.18878251,149.1721397
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.25,24.8,3.523573201,-21.20440113,149.0762297
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.6,26.83,3.523573201,-21.15365692,149.0218855
Mackay,Mackay - Isaac - Whitsunday,630000,18.48,16,5.56,5.67,37.3,3.523573201,-21.16885438,149.1324266
Mackay,Mackay - Isaac - Whitsunday,649000,18.48,16,5.61,3.23,21.46,3.523573201,-21.0857761,149.1368933
Mackay,Mackay - Isaac - Whitsunday,625210,18.48,16,5.64,4.03,26.91,3.523573201,-21.06348967,149.1608534
Mackay,Mackay - Isaac - Whitsunday,449000,18.48,16,6.15,4.71,34.27,3.523573201,-21.43604168,149.1637822
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,4.73,32.31,3.523573201,-21.38602129,149.2878271
Mackay,Mackay - Isaac - Whitsunday,496000,18.48,16,5.78,4.11,28.09,3.523573201,-21.55919005,149.1268302
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,7.85,45.96,3.523573201,-20.92436498,148.9347811
Mackay,Mackay - Isaac - Whitsunday,744035,18.48,16,5.34,4.68,29.58,3.523573201,-21.01202064,149.1439557
Mackay,Mackay - Isaac - Whitsunday,506760,18.48,16,5.64,5.68,37.83,3.523573201,-21.07906803,149.2133963
Mackay,Mackay - Isaac - Whitsunday,489250,18.48,16,5.99,5.45,38.59,3.523573201,-21.16517322,149.1775064
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,8.4,49.21,3.523573201,-20.84928879,148.8025552
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,5.03,24.81,3.523573201,-21.3708357,149.0899053
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.65,27.12,3.523573201,-21.1790541,149.1140646
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,3.43,20.11,3.523573201,-21.05019558,149.0100238
Mackay,Mackay - Isaac - Whitsunday,591600,18.48,16,4.93,4.43,25.81,3.523573201,-21.21944202,149.0051333
Mackay,Mackay - Isaac - Whitsunday,565000,18.48,16,5.02,4.33,25.68,3.523573201,-21.15796839,149.063228
Mackay,Mackay - Isaac - Whitsunday,525000,18.48,16,5.83,5.13,35.38,3.523573201,-21.15121362,149.1642692
Mackay,Mackay - Isaac - Whitsunday,625000,18.48,16,4.95,5.18,30.32,3.523573201,-20.84825214,148.6394598
Brisbane Inner - West,Brisbane Inner City,757500,18.33,5,3.88,4.24,16.48,12.72727273,-27.44297845,152.9827425
Brisbane Inner - West,Brisbane Inner City,714000,18.33,5,4.4,4.79,21.07,12.72727273,-27.47391255,152.9946711
Brisbane Inner - West,Brisbane Inner City,851400,18.33,5,3.28,4.17,13.68,12.72727273,-27.45967288,152.977536
Brisbane Inner - West,Brisbane Inner City,755000,18.33,5,5.79,4.55,26.34,12.72727273,-27.46886244,153.0050951
Brisbane Inner - West,Brisbane Inner City,857605,18.33,5,3.92,4.51,20.9,12.72727273,-27.46025994,153.0001539
Brisbane Inner - West,Brisbane Inner City,837400,18.33,5,3.55,5.43,22.81,12.72727273,-27.45232278,153.0006798
Brisbane Inner - West,Brisbane Inner City,733200,18.33,5,4.79,5.95,33.73,12.72727273,-27.47897778,152.984751
Nathan,Brisbane - South,615000,18.22,8,3.99,6.12,24.42,12.87037037,-27.56689139,153.036513
Nathan,Brisbane - South,625400,18.22,8,4.76,5.15,24.5,12.87037037,-27.53481498,153.024704
Nathan,Brisbane - South,675000,18.22,8,3.89,5.82,26.75,12.87037037,-27.54855741,153.0529899
Nathan,Brisbane - South,678300,18.22,8,4.24,6.31,31.62,12.87037037,-27.56562713,153.057364
Nathan,Brisbane - South,675000,18.22,8,3.89,4.59,21.1,12.87037037,-27.54851177,153.029968
Nathan,Brisbane - South,699000,18.22,8,3.32,3.91,15.34,12.87037037,-27.52610143,153.0439477
Robina,Gold Coast,1650000,18.18,8,3.4,20.74,83.49,15.49019608,-28.04381736,153.3978209
Robina,Gold Coast,963900,18.18,8,4.33,9.83,50.36,15.49019608,-28.04984981,153.3734195
Robina,Gold Coast,1350000,18.18,8,3.63,12.6,54.04,15.49019608,-28.07085501,153.3917585
Robina,Gold Coast,1150000,18.18,8,3.91,11.69,54.07,15.49019608,-28.0877384,153.4126193
Bald Hills - Everton Park,Brisbane - North,627300,18.17,8,3.59,5.31,19.05,10.93457944,-27.30738789,153.0172212
Bald Hills - Everton Park,Brisbane - North,727200,18.17,8,4.9,3.9,19.1,10.93457944,-27.35173796,152.9936381
Bald Hills - Everton Park,Brisbane - North,654050,18.17,8,4.74,5.32,25.19,10.93457944,-27.34566269,153.0171426
Bald Hills - Everton Park,Brisbane - North,714000,18.17,8,4.83,5.29,25.56,10.93457944,-27.39941516,152.9866633
Bald Hills - Everton Park,Brisbane - North,839000,18.17,8,6.42,3.98,25.51,10.93457944,-27.38198688,152.9932496
Browns Plains,Logan - Beaudesert,795000,18.1,10,4.04,6.88,27.79,12.03539823,-27.66072294,153.0817429
Browns Plains,Logan - Beaudesert,707000,18.1,10,4.09,7.83,37.85,12.03539823,-27.68871383,153.0191089
